date,inventory_turnover,days_of_inventory_onhand,receivables_turnover,days_of_sales_outstanding,payables_turnover,number_of_days_of_payables,working_capital_turnover,fixed_asset_turnover,total_asset_turnover,cash_conversion_cycle,current_ratio,quick_ratio,cash_ratio,defensive_internal_ratio,debt_to_capital_ratio,debt_to_equity_ratio,financial_leverage_ratio,debt_to_ebitda_ratio,gross_profit_margin,operating_profit_margin,net_profit_margin,operating_return_on_assets,return_on_assets,return_on_equity,deferred_revenue,net_interest_income
2004-12-31,,,,,,,,,,,2.8856435643564358,,1.1623762376237623,346.6455238337235,0.7202430393979861,2.574531256874118,,0.7017923988982349,0.5033979290778454,0.3484361380208345,0.3409235700420124,,,,,
2005-03-31,2.0964112776263737,42.9305074631639,,,,,0.5452831669745759,7.996897290064331,0.13159624805209147,,2.8856435643564358,,1.1623762376237623,525.5774362701668,0.07491378677819356,0.08098032994923858,2.427299241566321,0.6586497965406317,0.5033979290778454,0.3484361380208345,0.3409235700420124,0.04585288844930252,0.044864262690053246,0.10889899080099844,,
2005-06-30,2.3866918786871327,37.70909885925746,,,,,0.5413281934699716,7.108960200529358,0.11687249314297589,,2.0966102715442942,,0.9062910397191605,287.9980351860325,0.07242878943534387,0.0780843439408313,1.2754028265352162,0.9071165801418091,0.3931343631246936,0.277160679413111,0.3013772985446952,0.03239245960421135,0.03522271625761349,0.04492315187320815,,
2005-09-30,2.4367406241041394,36.9345834799665,,,,,0.5894176392294247,8.165735169317879,0.1303484028216865,,3.847045312845633,,1.3627441144004424,224.96855317339686,0.06801007329776851,0.07297297036075967,1.235345468287619,0.7310041354955824,0.4447128836496366,0.36520282459933856,0.3573260004048157,0.0476036048924923,0.04657687343942904,0.05753852953040463,,
2005-12-31,2.4645020690079176,36.51853294496498,,,,,0.5567437706065169,11.110367649444957,0.16619903375495446,,6.043335352824378,,2.7470862851664495,324.30696150210593,0.6020327670255996,1.5127696884138349,2.361920567854856,0.3408595754583122,0.5149057202491664,0.38693560853243314,0.40761168315642266,0.0643083242634757,0.06774466788782808,0.16000752444675753,,
2006-03-31,2.2788972305818853,39.49278571768668,,,,,0.47018204516614087,11.208761224119892,0.1603141941228339,,6.043335352824378,,2.7470862851664495,430.43884760396094,0.04518625568565477,0.04732468081311834,2.2627905232534915,0.3870654272326167,0.5149057202491664,0.38693521486036514,0.40761168315642266,0.06203120714808502,0.06534593850027381,0.14786417037152502,,
2006-06-30,2.109682905156867,42.66043952861626,,,,,0.4613842646315378,10.549906510000001,0.14362217919690143,,2.5357080718864387,,1.2824192535239252,415.7956184502869,0.04438190450047833,0.04644313948165556,1.2473501786689123,0.4204434497690092,0.5015071769947741,0.41398894925689095,0.41638667566522136,0.059457995055710124,0.0598023617475925,0.07459448661068244,,
2006-09-30,2.192238964401024,41.0539186017024,,,,,0.5327069543142845,10.416960599665963,0.1420762469090635,,4.175185547666909,,1.817093970830234,219.8794624100869,0.038950445231623464,0.04052907057535753,1.2338189280639142,0.39014793330894126,0.48217497620009075,0.4056960370355459,0.3990088827238889,0.0576397703278908,0.05668968454078881,0.0699448058123975,,
2006-12-31,1.9334391269652915,46.54917692767663,,,,,0.064751727279281,1.443093445234552,0.019869625750894106,,5.555045552541902,,2.514569858821893,438.22934978672686,0.5633278913547288,1.2900477960508945,2.292292543698901,0.3700961254695151,-2.4014439648901846,-3.3416444015561635,2.4699354805096205,-0.06639722365149146,0.049076693626580965,0.11249813886960691,,
2007-03-31,1.7951148851150132,50.13606691486695,,,,,0.05298699904333623,1.472213274495121,0.019252153642367587,,5.555045552541902,,2.514569858821893,575.0374691524862,0.03928058529489716,0.04088663629948033,2.2439943694069178,-1.5615094071272304,-2.4014439648901846,2.5122143102587384,2.4699354805096205,0.04836553588365575,0.04755157735750623,0.10670547184666146,,
2007-06-30,1.8811208161527202,47.84381695592979,,,,,0.3888779520276158,9.590245121957953,0.12242726194991499,,2.300677192304006,,1.2339550937031618,478.43016587833563,0.03927380486442477,0.04087929012790429,1.251449298455515,0.4429842081095656,0.42953966483283,0.33015012194700327,0.3401513954649632,0.04041937546240215,0.04164380399521818,0.05211510929483476,,
2007-09-30,1.9652190296197518,45.79642199852604,,,,,0.47412142804134083,10.86332218244661,0.14384941916363456,,4.913350449293967,,1.9319640564826701,239.4943002087987,0.033507589595011655,0.0346692733789508,1.2590608717028173,0.34638424782317695,0.4577777777777778,0.3637037037037037,0.3414814814814815,0.05231856652544042,0.04912191276624854,0.06184747830718264,,
2007-12-31,2.094783634992834,42.96386438034584,,,,,0.48338183979686217,11.97225840797644,0.16719919892583035,,5.129103136027698,,1.9501964178706972,224.38023663063086,0.4912559019587557,0.9656247686217466,2.2438811223697694,0.23780383309237718,0.47607450037361465,0.38949750046482257,0.3661889637543977,0.06512367006133157,0.06122650139521522,0.13738499066946977,,
