date,inventory_turnover,days_of_inventory_onhand,receivables_turnover,days_of_sales_outstanding,payables_turnover,number_of_days_of_payables,working_capital_turnover,fixed_asset_turnover,total_asset_turnover,cash_conversion_cycle,current_ratio,quick_ratio,cash_ratio,defensive_internal_ratio,debt_to_capital_ratio,debt_to_equity_ratio,financial_leverage_ratio,debt_to_ebitda_ratio,gross_profit_margin,operating_profit_margin,net_profit_margin,operating_return_on_assets,return_on_assets,return_on_equity,deferred_revenue,net_interest_income
2018-05-06,,,,,,,,,,,5.872881355932203,,3.8545197740112993,270.0,0.3560067478009399,0.552811301337824,,7.829946996466431,0.5087754287993618,0.2395293179098524,0.741523733546071,,,,,-148000000.0
2018-08-05,1.9942880456956344,45.12888707037643,,,3.015422578655151,29.84656301145663,0.6006643729979831,1.8699907663896584,0.09615603752801306,,3.9757658893461363,,1.891175125743027,132.89539450196358,0.39237256247371566,0.6457453008888241,1.7693173608427561,8.010393131495707,0.5172822437290144,0.26446770689314636,0.23622358285601422,0.02543016674896494,0.022714323698104607,0.04018884725885852,,-149000000.0
2018-11-04,2.1444444444444444,41.968911917098445,,,3.144110275689223,28.624950179354325,0.8200647736687505,3.168800931315483,0.108342620601815,,3.895209580838323,,1.8357570573139435,135.15745276417076,0.3977996656576153,0.660576959147691,1.8572880666802196,7.318786367414797,0.5391256429096253,0.30345334313005146,0.20481263776634828,0.032876930425091544,0.022189937907976437,0.041213106876859674,,-148000000.0
2019-02-03,2.348498635122839,38.32235567609454,,,3.3324725629438348,27.006974041069352,1.28302304964539,3.3804379562043794,0.09471996334898637,,1.2700922266139658,,0.6100131752305665,168.1474688187821,0.6197960152579277,1.630167068549776,2.4505122190814137,14.259510357815442,0.5541544308170668,0.0958714803938504,0.08136120228018656,0.009080943109118576,0.007706530098008737,0.018884946171889096,,-345000000.0
2019-05-05,2.3036053130929792,39.06919275123558,,,3.243820975283901,27.74505766062603,2.4913072928426283,2.067066316972649,0.07714681246766322,,1.255674467834882,,0.6266023756321298,187.9733437867503,0.630657493628292,1.7075139815984124,3.1506300114547536,14.811815336463225,0.5599057458763821,0.17582019213340583,0.12524922965379737,0.013563967390544376,0.009662578831820787,0.03044321085558199,,-376000000.0
2019-08-04,2.335058823529412,38.542926239419586,,,2.8273504273504275,31.831922611850057,2.3027139874739038,2.094966761633428,0.07840321858362417,,1.315865732914755,,0.6595025356194156,183.69955156950672,0.6377649001044439,1.7606380505045807,3.22113337149399,15.741787941787942,0.5501359927470535,0.15684496826835903,0.12964641885766093,0.01229715033088575,0.010164696516281284,0.03274184315970235,,-362000000.0
2019-11-03,2.670737913486005,33.6985518292683,,,2.8352242031334414,31.743521341463413,2.05040823571175,4.060456942003515,0.0841614454320268,,1.437454703580229,,0.7327148862153935,164.95649021029732,0.5699827586206897,1.3254881520388115,2.955387132891224,12.724788298691301,0.5457063711911357,0.1824792243767313,0.14664127423822715,0.015357715284860848,0.012341541599883432,0.03647403324433727,,-361000000.0
2020-02-02,2.8536853685368535,31.538164996144953,,,2.8195652173913044,31.919814957594447,1.5858148348673524,4.110877192982456,0.07889615418285645,,1.5646724382995219,,0.8326657190851531,210.4354136429608,0.6485637730847907,1.8454664699131005,3.0098911567383504,18.044889779559117,0.5571867531580744,0.12188460225332878,0.06572208945032434,0.00961622637189476,0.005185220102492272,0.015606948132233416,,-406000000.0
2020-05-03,2.6916183447548763,33.43713278495887,,,2.3051918735891648,39.04230317273795,0.9577182887165374,2.1941153993121896,0.0706472925920002,,2.1545220421148312,,1.3947886683835782,319.5642113382183,0.6582841502010093,1.9264080100125156,3.3609146921391058,17.229850746268657,0.5553814002089864,0.133402995471961,0.09804946011842564,0.009424560453756906,0.0069269288974740705,0.02328081710292354,,-487000000.0
2020-08-02,2.4631268436578173,36.53892215568862,,,2.157622739018088,41.7125748502994,0.7973972602739726,2.2453230472516874,0.07237979185059,,2.0413309459862727,,1.3215458072217248,326.4250614250614,0.6535845952734163,1.8867076531693874,3.38231521396278,15.734794908062234,0.5696615701769455,0.1731661226593369,0.11819275038653153,0.01253372791365654,0.008554766671225893,0.028934917463989067,,-464000000.0
2020-11-01,2.6103646833013436,34.47794117647059,,,2.8215767634854774,31.89705882352941,1.0344717267855714,5.738243123336291,0.0833209861432317,,1.8670538377020875,1.556270601161513,1.1957306545283315,265.84722760759985,0.6345356962644689,1.7362453453830384,3.2689845428126185,12.499397590361445,0.5794031235503324,0.23596721818462965,0.20473171486005876,0.019661021316618458,0.01705844837693502,0.055763804068567575,6886000000.0,-420000000.0
2021-01-31,2.765217391304348,32.54716981132076,2.760838000414852,32.59879789631856,3.1176470588235294,28.867924528301888,1.0137090632140138,6.097114063215758,0.0870475131617671,36.27804317933743,2.1362414102181058,1.804003585300269,1.426949507021213,316.05882352941177,0.6387053067369214,1.7678236593191383,3.192171189979123,11.924114671163576,0.593839218632607,0.27603305785123966,0.20706235912847484,0.02402799123638861,0.01802426343154246,0.05753653444676409,7666000000.0,-570000000.0
2021-05-02,2.6104294478527605,34.47708578143361,,,2.954861111111111,30.45828437132785,0.8576062277002919,2.6913680781758957,0.08669079844717238,,2.2133312616532006,,1.4788688626476072,327.95558958652373,0.6339112502864126,1.7315780689309856,3.179318252892734,11.921574260270038,0.613767019667171,0.2987897125567322,0.2258698940998487,0.025902318749344243,0.019580841464694156,0.06225372667570103,,-466000000.0
2021-08-01,2.38539741219963,37.72956218519953,,,2.870967741935484,31.34831460674157,0.8000472143531634,2.8324279147513582,0.08953528308367018,,2.4051684356252885,,1.7081987386555915,380.1635602890833,0.6300519236024656,1.703082037181434,3.132518155297623,11.307629427792916,0.6192092062555326,0.31366184715255235,0.2767778105635881,0.028083802277350665,0.0247813796200893,0.07762812157325223,,-415000000.0
2021-10-31,2.253968253968254,39.929577464788736,,,2.6962025316455698,33.38028169014084,0.7620370370370371,9.733245729303547,0.0978144602178937,,2.6406623149180066,2.266199649737303,1.9364750835854163,390.2566844919786,0.6136518243661101,1.588338869102405,3.0685225707107544,9.610411622276029,0.6261644390441474,0.34845416497907383,0.26852976913730253,0.03408385605810498,0.02626609442060086,0.08059810357403355,6370000000.0,-434000000.0
2022-01-30,1.8864039758608449,47.70982310876929,3.343167028199566,26.920581365169998,2.455637707948244,36.65035754610463,0.7961155018337724,10.592439862542955,0.10357944540774494,37.980046927834664,2.440114522029585,2.0292667408939082,1.6254175282328616,317.46979634104247,0.6317129815007608,1.7152735496216405,3.1009732613633996,8.96793997271487,0.6552037373475215,0.40332208668569947,0.3207889955878536,0.041775878059599175,0.03322714625589741,0.10303649209094888,6572000000.0,-407000000.0
