company,sector,headline,snippet,pub_date,url,quarter
Ford Motor Company,Automotive,Ford Will Drop Focus and Fusion Sedans in North America,The automaker is accelerating efforts to slash costs in a bid to turn around its fortunes both at home and abroad.,2018-04-25T20:36:32+0000,https://www.nytimes.com/2018/04/25/business/ford-earnings.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Tech Companies Report Earnings and Economic Growth Data Is Released,"Detroit automakers are also reporting results, while President Trump will discuss trade with French and German leaders but skip the White House Correspondents’ dinner.",2018-04-22T18:44:12+0000,https://www.nytimes.com/2018/04/22/business/tech-earnings-economic-growth.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Why Is a ‘Green’ Car Company Pivoting Back to S.U.V.s?,"Profits in mind, Ford all but abandons passenger cars in the U.S.",2018-05-01T23:17:59+0000,https://www.nytimes.com/2018/05/01/opinion/ford-green-cars-suv.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,"As Auto Industry Transforms, Ford and Volkswagen Consider an Alliance","The two companies said they were exploring a strategic partnership, looking to join forces on projects like the development of commercial vehicles.",2018-06-20T13:54:56+0000,https://www.nytimes.com/2018/06/20/business/ford-volkswagen-alliance-vans.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,"Ford Changed Leaders, Looking for a Lift. It’s Still Looking.","After 11 months as chief, Jim Hackett has yet to satisfy those looking for a clear articulation of a strategy. But big moves could be in the offing.",2018-04-24T09:00:22+0000,https://www.nytimes.com/2018/04/24/business/ford-hackett.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,"Ford Aims to Revive a Detroit Train Station, and Itself","By renovating a symbol of the city’s decline, the company hopes to create a magnet for the talent needed to prevail in the next automotive era.",2018-06-17T04:01:13+0000,https://www.nytimes.com/2018/06/17/business/ford-detroit-station.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,"Dora Rivas, Jay Kim","The couple, both Californians, met through a professional matchmaker in 2017.",2018-04-29T04:20:00+0000,https://www.nytimes.com/2018/04/29/fashion/weddings/dora-rivas-jay-kim.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,‘Mustang Means Freedom’: Why Ford Is Saving an American Icon,"Ford is phasing out its passenger cars, except one: the Mustang. The car may be only modestly profitable for Ford, but it has deep emotional power.",2018-05-24T19:51:45+0000,https://www.nytimes.com/2018/05/24/business/ford-mustang-american-icon.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,"China Is Opening Its Car Market. But Not Enough, Say Auto Companies.",Beijing’s plan will change little on the ground and offers a slim chance to become the starting point in talks to avert a trade war with Washington.,2018-04-25T12:52:18+0000,https://www.nytimes.com/2018/04/25/business/china-auto-trade.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Unclean at Any Speed: Pruitt’s Attack on Obama Auto Pollution Rule,"Spurred by lobbyists, the E.P.A. administrator moves to relax or kill a mileage mandate and undo a crucial tool for combating global warming.",2018-04-02T23:35:49+0000,https://www.nytimes.com/2018/04/02/opinion/pruitt-epa-auto-emissions-rule.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Tesla’s Manufacturing ‘Hell’ Won’t Slow Down Electric Cars,"Tesla’s inability to meet production goals and the E.P.A.’s easing of mileage rules may delay electrification of vehicles, but it still will happen.",2018-04-04T01:23:43+0000,https://www.nytimes.com/2018/04/03/opinion/tesla-model3-elon-musk.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Why Investors Aren’t Spooked by Cracks in the International Economic Order,Wall Street has convinced itself that corporate earnings will be strong enough carry the stock market through President Trump’s trade tumult.,2018-06-12T13:21:33+0000,https://www.nytimes.com/2018/06/12/business/dealbook/why-investors-arent-spooked-by-cracks-in-the-international-economic-order.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Amazon Has Lots of Company as Trump Slams ‘Stupid’ Businesses,"Tech firms, military contractors, carmakers, cellphone companies, financial firms, sports leagues and Wall Street giants are all in his Twitter cross hairs.",2018-04-04T00:46:05+0000,https://www.nytimes.com/2018/04/03/us/politics/trump-amazon.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Is Capital or Labor Winning at Your Favorite Company? Introducing the Marx Ratio,Publicly held corporations now must disclose their median employee compensation. Those numbers gave us an idea for a new analytical approach to an age-old struggle.,2018-05-21T09:00:01+0000,https://www.nytimes.com/interactive/2018/05/21/upshot/marx-ratio-median-pay.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Trump’s Trade Moves Put U.S. Carmakers in a Jam at Home and Abroad,"Outside of agriculture, no industry has more to lose than carmakers as the administration tussles with China and renegotiates the North American Free Trade Agreement.",2018-05-10T19:13:29+0000,https://www.nytimes.com/2018/05/10/us/politics/trump-auto-industry-trade.html,2018-04-01 to 2018-06-30
Ford Motor Company,Automotive,Athletes Who Say Volleyball Coach Abused Them Speak Out,"Former athletes accused the coach, Rick Butler, of abusing them in the ’80s, when they were teenagers. Mr. Butler wants their lawsuit thrown out.",2018-05-15T21:06:09+0000,https://www.nytimes.com/2018/05/15/sports/volleyball-coach-sexual-abuse-illinois.html,2018-04-01 to 2018-06-30
