company,sector,headline,snippet,pub_date,url,quarter
Ford Motor Company,Automotive,Automakers Delay Electric Vehicle Spending as Demand Slows,"Growth is brisk but slower than expected, causing automakers to question their multibillion-dollar investments in new factories and raising doubts about the effectiveness of federal incentives.",2023-11-07T16:18:32+0000,https://www.nytimes.com/2023/11/07/business/energy-environment/electric-vehicles-sales.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,Ford’s U.A.W. Deal Will Raise Costs While Easing Labor Strife,A tentative agreement gives union members at the carmaker their best terms in decades but could complicate Ford’s electric vehicle plans.,2023-10-26T17:07:33+0000,https://www.nytimes.com/2023/10/26/business/ford-uaw-contract.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,Bill Ford Says U.A.W. Strike Is Helping Tesla and Toyota,"Mr. Ford, the executive chairman of Ford Motor, said nonunion automakers would make gains against Michigan automakers because of strikes by the United Automobile Workers union.",2023-10-16T18:53:26+0000,https://www.nytimes.com/2023/10/16/business/economy/ford-uaw-strikes-tesla-toyota.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,U.A.W. Expands Strike to Ford Plant in Kentucky,"The factory employs 8,700 and makes some of Ford’s most profitable products, including pickups and sport utility vehicles.",2023-10-11T23:12:43+0000,https://www.nytimes.com/2023/10/11/business/uaw-ford-kentucky-strike.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,U.A.W. and Ford Reach Tentative Contract Agreement,"The deal, subject to approval by union members, could ease the way for deals with General Motors and Stellantis and end a growing wave of walkouts.",2023-10-25T23:52:04+0000,https://www.nytimes.com/2023/10/25/business/economy/uaw-ford-contract-agreement-strike.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,Ford Will Cut Planned Electric F-150 Production as Demand Slows,Ford and other automakers have had to readjust their electric vehicle production plans because sales have been weaker than they had expected.,2023-12-12T19:15:14+0000,https://www.nytimes.com/2023/12/12/business/ford-f150-lightning-ev.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,Ford Says It Won’t Raise Its Offer to Autoworkers Union,"The company said it had reached the limit of what it could offer to the United Automobile Workers union, which has expanded its strike to Ford’s largest plant.",2023-10-12T20:47:20+0000,https://www.nytimes.com/2023/10/12/business/economy/ford-united-automobile-workers-union.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,G.M. Reaches Deal With Canadian Union,"General Motors and the Unifor union reached an agreement hours after more than 4,000 workers went on strike on Tuesday.",2023-10-10T15:23:23+0000,https://www.nytimes.com/2023/10/10/business/economy/gm-canada-unifor-strike.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,"Ford Resumes Work on E.V. Battery Plant in Michigan, at Reduced Scale","A battery plant in Michigan will be smaller than planned, Ford said, citing slower E.V. demand than expected, as well as labor costs.",2023-11-21T20:39:28+0000,https://www.nytimes.com/2023/11/21/business/ford-ev-battery-plant-michigan.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,"Ford Recalls 238,000 Explorers Over Defect That Could Cause Them to Roll Away","The company said it was unaware of any injuries related to the affected sport utility vehicles, which were 2020-22 models.",2023-10-14T20:16:25+0000,https://www.nytimes.com/2023/10/14/business/ford-explorer-recall.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,"For Bill Ford, ‘Every Negotiation Is a Roller Coaster’","The executive chair of Ford Motor counsels patience as his company negotiates with the United Automobile Workers union, which has shut three of his company’s plants.",2023-10-18T09:03:51+0000,https://www.nytimes.com/2023/10/18/business/bill-ford-corner-office.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,What Ford’s Labor Deal Might Mean for the Auto Industry,Car manufacturers must now raise labor costs as they confront slower-than-expected demand for electric vehicles.,2023-10-27T12:13:51+0000,https://www.nytimes.com/2023/10/27/business/dealbook/ford-uaw-labor-electric-vehicles.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,"U.A.W. Reaches Tentative Deal With Stellantis, Following Ford","The United Automobile Workers union announced the deal with Stellantis, the parent of Chrysler, Jeep and Ram. It also expanded its strike against G.M.",2023-10-28T18:45:39+0000,https://www.nytimes.com/2023/10/28/business/economy/uaw-stellantis-contract-deal.html,2023-10-01 to 2023-12-31
Ford Motor Company,Automotive,‘Our Family Can Have a Future’: Ford Workers on a New Union Contract,A couple who work at a Ford factory that was on strike for 41 days said the terms of a tentative contract agreement would be transformative for them.,2023-11-09T10:01:15+0000,https://www.nytimes.com/2023/11/09/business/economy/ford-strike-wayne-michigan.html,2023-10-01 to 2023-12-31
