company,sector,headline,snippet,pub_date,url,quarter
Ford Motor Company,Automotive,Ford Says It Will Spend $1 Billion More in Third Quarter Because of Supply Chain Problems,The automaker said shortages of parts are continuing to hurt its ability to make and sell vehicles.,2022-09-19T22:24:23+0000,https://www.nytimes.com/2022/09/19/business/ford-supply-chain.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,Ford’s quarterly profit is up nearly 20% from a year earlier.,"Overcoming the worst of a global chip shortage, the automaker sold more cars and trucks, and prices were higher.",2022-07-27T20:41:38+0000,https://www.nytimes.com/2022/07/27/business/ford-earnings.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,U.S. Electric Car Sales Climb Sharply Despite Shortages,"A scarcity of semiconductors and raw materials held back production, but buyers remain enthusiastic.",2022-07-14T09:00:18+0000,https://www.nytimes.com/2022/07/14/business/electric-car-sales.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,"Ford quarterly sales were up slightly from last year, when chip shortages hurt output.","The automaker sold 483,688 vehicles in the United States in the second quarter.",2022-07-05T15:27:58+0000,https://www.nytimes.com/2022/07/05/business/ford-motor-q2-sales.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,Chip Shortage Puts a Big Dent in U.S. Auto Sales,"General Motors, Toyota and Honda reported substantial declines in second-quarter sales, but not for lack of demand.",2022-07-01T13:17:31+0000,https://www.nytimes.com/2022/07/01/business/general-motors-car-sales.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,"Ford to Cut 3,000 Jobs to Reduce Costs in Transition to Electric Vehicles",The automaker said the move was needed to be competitive and reallocate resources.,2022-08-22T18:55:15+0000,https://www.nytimes.com/2022/08/22/business/ford-motor-job-cuts.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,Ford increases its battery supply to meet its electric-vehicle goals.,"The automaker said it had reached deals to acquire more battery packs in its push to produce 600,000 electric vehicles a year by the end of 2023.",2022-07-21T12:47:51+0000,https://www.nytimes.com/2022/07/21/business/ford-electric-vehicle-battery-china.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,"Lucid Motors slashes production forecast, blaming supply chain chaos.",The maker of luxury electric cars that hopes to challenge Tesla struggled to get parts and build vehicles in the second quarter.,2022-08-03T20:36:55+0000,https://www.nytimes.com/2022/08/03/business/lucid-motors-production-second-quarter.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,"Ford Raises Prices of F-150 Lightning Electric Truck, Citing Rising Material Costs","Demand for electric vehicles has been far stronger than the supply of battery materials like lithium, nickel and cobalt.",2022-08-09T18:03:41+0000,https://www.nytimes.com/2022/08/09/business/ford-f-150-lightning-electric-truck-price.html,2022-07-01 to 2022-09-30
Ford Motor Company,Automotive,"Robert E. Simanek, Korean War Medal of Honor Recipient, Dies at 92",He saved fellow Marines by falling on a live grenade. His death leaves only two surviving veterans of that war to have been honored with the medal.,2022-08-04T18:44:39+0000,https://www.nytimes.com/2022/08/04/us/robert-e-simanek-dead.html,2022-07-01 to 2022-09-30
