company,sector,headline,snippet,pub_date,url,quarter
Ford Motor Company,Automotive,JPMorgan’s Dimon Backs Out of Saudi Conference Amid Khashoggi Furor,The decision makes Jamie Dimon the first major financial executive to take a stand amid allegations that Saudi Arabian officials killed a journalist.,2018-10-15T00:34:28+0000,https://www.nytimes.com/2018/10/14/business/jpmorgan-dimon-saudi-conference.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Argentina Convicts Ex-Ford Executives for Abuses During Dictatorship,Two former executives of Ford Motor were convicted of helping the country’s military dictators kidnap and torture 24 workers during the 1970s.,2018-12-12T01:27:01+0000,https://www.nytimes.com/2018/12/11/world/americas/argentina-ford.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,"Ford, an Automaker at a Crossroads, Seeks Cuts and Partners","With its stock at its lowest point since 2009, the company plans to trim its salaried work force and is exploring an alliance with Volkswagen.",2018-10-05T23:31:55+0000,https://www.nytimes.com/2018/10/05/business/ford-motor-cars.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,"As More Cars Plug In, Utilities and Makers Juggle Ways to Power Them","With more and more electric cars on the road, the utilities that feed vast amounts of electricity for building cars are tasked with fueling them, too.",2018-12-13T15:21:16+0000,https://www.nytimes.com/2018/12/13/business/electric-cars-fuel.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Honda Putting $2.75 Billion Into G.M.’s Self-Driving Venture,The Japanese automaker will take a $750 million stake and commit $2 billion over 12 years in the race to develop fully autonomous vehicles.,2018-10-03T12:44:34+0000,https://www.nytimes.com/2018/10/03/business/honda-gm-cruise-autonomous.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,G.M. to Idle Plants and Cut Thousands of Jobs as Sales Slow,The automaker said the moves would affect five factories in the United States and Canada. President Trump said he was unhappy with the move.,2018-11-26T15:36:42+0000,https://www.nytimes.com/2018/11/26/business/general-motors-cutbacks.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,"What’s Behind the G.M. Cutbacks, and Why Trump Is Angry ","The White House signaled that the automaker could suffer for planning thousands of layoffs, but the company says the course is essential to its future.",2018-11-27T21:28:00+0000,https://www.nytimes.com/2018/11/27/business/gm-auto-trump.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,A Chinese Auto Tax Cut Wouldn’t Solve the Car Industry’s Big Problems,"The country is reportedly planning to reduce tax on new cars to stimulate sales, but the auto industry has other problems than lack of demand in China.",2018-10-30T12:37:14+0000,https://www.nytimes.com/2018/10/30/business/dealbook/china-car-tax.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Limo Firm’s Operator Is Charged in Fatal Upstate New York Crash,"Nauman Hussain faces a charge of criminally negligent homicide. The crash was the worst transportation-related accident in the nation in recent years, killing 20.",2018-10-10T16:18:55+0000,https://www.nytimes.com/2018/10/10/nyregion/nauman-hussain-arrested-limo-crash.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,G.M.’s President Will Take Over Its Self-Driving Effort,"The executive, Dan Ammann, is becoming chief executive of Cruise, which General Motors bought in 2016 to develop and commercialize autonomous cars.",2018-11-29T19:19:21+0000,https://www.nytimes.com/2018/11/29/business/gm-cruise-dan-ammann.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,"Through All the Hype, Self-Driving Cars Remain Elusive","There is a scrum of companies pushing to perfect the technology that will put an autonomous vehicle in your garage, but private ownership is years away.",2018-11-27T17:00:06+0000,https://www.nytimes.com/2018/11/27/business/self-driving-cars-autonomous-vehicles.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Ghosn Arrest Exposes Stress in Japanese-French Auto Marriage,"The arrest of Carlos Ghosn hit Nissan, Renault and Mitsubishi as they confront a global slowdown, a trade war and a major shift in technology.",2018-11-23T08:00:01+0000,https://www.nytimes.com/2018/11/23/business/nissan-renault-carlos-ghosn.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Turbocharging Jumps From Racetrack to Cul-de-Sac,"Industry experts expect that by 2027, more than half the vehicles sold in the United States will include turbo power.",2018-10-25T18:13:11+0000,https://www.nytimes.com/2018/10/25/business/turbocharger-cars-vehicles-power.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Canada Faces a New Challenge as a Century of Automaking Ends,Both Prime Minister Justin Trudeau and Premier Doug Ford of Ontario pledged to help jobless G.M. workers in Canada. But what aid they can truly offer is unclear.,2018-12-01T01:08:36+0000,https://www.nytimes.com/2018/11/30/world/canada/general-motors-closing-jobs.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,"Fiat Chrysler Plans to Make New Jeep in Detroit, Adding Jobs",The automaker’s move reflects the continuing American taste for big vehicles in a period of low gasoline prices.,2018-12-07T01:00:25+0000,https://www.nytimes.com/2018/12/06/business/fiat-chrysler-jeep-detroit.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,DealBook Briefing: Sears May Be on the Brink of Bankruptcy,"The struggling company welcomed a financial restructuring expert to it board, and may file for Chapter 11 protection as soon as this week.",2018-10-10T10:18:17+0000,https://www.nytimes.com/2018/10/10/business/dealbook/sears-bankruptcy.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Trump Claims Trade Victories but Businesses Struggle Under His Approach,"Farmers, automakers and other businesses are feeling pain from the president’s steel and aluminum tariffs, which remain in place despite a revised North American Free Trade Agreement.",2018-10-09T15:49:01+0000,https://www.nytimes.com/2018/10/09/us/politics/tariffs-trade-businesses-trump.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,SoftBank Shares Tumble Amid Concerns Over Its Saudi Ties,The Japanese company’s close financial relationship with the Saudi government could harm its Vision Fund. That appears to have spooked investors.,2018-10-15T15:07:32+0000,https://www.nytimes.com/2018/10/15/business/dealbook/softbank-saudi-arabia.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Why Tesla Could Do Better Than James Murdoch for Chairman,"The automaker needs someone who can rein in Elon Musk, and Mr. Murdoch hasn’t managed to that during his time on the company’s board.",2018-10-11T17:23:07+0000,https://www.nytimes.com/2018/10/11/business/dealbook/tesla-james-murdoch.html,2018-10-01 to 2018-12-31
Ford Motor Company,Automotive,Pain and Sense of Betrayal as Canada G.M. Factory Closes After a Century,"“Just as you’re getting older to know that you don’t have a job, it’s really heart wrenching,” said a worker at the vast complex in Oshawa, Ontario, where families worked for G.M. for generations.",2018-11-27T01:20:50+0000,https://www.nytimes.com/2018/11/26/world/canada/canada-gm-oshawa.html,2018-10-01 to 2018-12-31
