company,sector,headline,snippet,pub_date,url,quarter
Ford Motor Company,Automotive,Auto Sales Plummet in First Quarter as Coronavirus Keeps Buyers Away,"After a strong first two months of the year, sales tumbled in March as Americans stayed home.",2020-04-01T17:27:05+0000,https://www.nytimes.com/2020/04/01/business/economy/auto-sales-coronavirus.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,"In Michigan Visit, Trump Forgoes Criticism and Talks About the Economy and the Flood","Touring a Ford plant, he donned a mask but then took it off because he “didn’t want to give the press the pleasure of seeing it.”",2020-05-21T23:50:45+0000,https://www.nytimes.com/2020/05/21/us/politics/trump-michigan-visit.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,What’s on TV Saturday: ‘Babyteeth’ and ‘The Great American Groom-A-Long’,"Eliza Scanlen stars in a new coming-of-age drama, and Carson Kressley hosts a special aimed at helping pet owners groom from home.",2020-06-20T05:00:15+0000,https://www.nytimes.com/2020/06/20/arts/television/whats-on-tv-saturday-babyteeth-great-american-groomalong.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,A Dissident Company Celebrates 15 Years Underground,"The Belarus Free Theater had ambitious plans for its anniversary. The coronavirus stopped them, but the troupe is used to finding ways to keep going in tough times.",2020-04-16T09:21:02+0000,https://www.nytimes.com/2020/04/16/theater/belarus-free-theater.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,Autoworkers Are Returning as Carmakers Gradually Crank Up Factories,"After being idle for nearly two months, G.M., Ford and Fiat Chrysler will restart assembly plants on Monday with masks, gloves and curtains.",2020-05-17T16:00:08+0000,https://www.nytimes.com/2020/05/17/business/coronavirus-auto-manufacturing-restart.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,How Bad Will the Economy Get? Companies Will Provide Clues,The quarterly parade of corporate earnings and management comments could reveal how much damage the pandemic will do and how long the pain will last.,2020-04-14T07:00:12+0000,https://www.nytimes.com/2020/04/14/business/economy/coronavirus-corporate-earnings-stocks.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,"To Disinfect a Police Car in a Pandemic, Software Cranks Up the Heat",The N.Y.P.D. and other departments were concerned about the spread of the coronavirus in vehicles. Ford’s answer is software to raise the temperature.,2020-05-30T15:46:21+0000,https://www.nytimes.com/2020/05/30/business/coronavirus-police-cars-heat.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,‘A Seismic Shock’: Jittery Companies Pull Back on Ads During Pandemic,"Blank billboards and canceled online ads signal an industry in crisis as the coronavirus spreads. “There are things happening that we’ve never seen before,” one marketing executive said.",2020-04-03T14:03:17+0000,https://www.nytimes.com/2020/04/03/business/media/ads-commercials-coronavirus.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,New Breed of Pickups Mixes Horsepower and Battery Power,"Electric Hummers and Cybertrucks, as well as the next generation of S.U.V.s, will signal the arrival of the E.V. era in America if they start to sell in big numbers.",2020-05-07T10:00:10+0000,https://www.nytimes.com/2020/05/07/business/electric-pickup-trucks.html,2020-04-01 to 2020-06-30
Ford Motor Company,Automotive,"As Sales Rise, Automakers Ramp Up Production","Demand has been stronger than expected since states began reopening, but some experts worry about the effect of a new surge in coronavirus cases.",2020-06-24T19:28:12+0000,https://www.nytimes.com/2020/06/24/business/auto-industry-coronavirus-recovery.html,2020-04-01 to 2020-06-30
