company,sector,headline,snippet,pub_date,url,quarter
Ford Motor Company,Automotive,"If Donald Trump Pushes on Taiwan, How China Could Push Back","The president-elect has suggested that the “One China” policy could be used as a bargaining chip, but China has some leverage of its own.",2016-12-12T18:26:00+0000,https://www.nytimes.com/2016/12/12/world/asia/if-donald-trump-pushes-on-taiwan-how-china-could-push-back.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Ford Reaches Tentative Deal With Union in Canada,"The union focused on preserving jobs as much as traditional contract issues like wages, and the agreement mirrors deals it had made with two other automakers.",2016-11-01T06:28:30+0000,https://www.nytimes.com/2016/11/02/business/international/unifor-ford-motor-canada.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,"Ford Move, Cited as Victory by Trump, Has No Effect on U.S. Jobs","The Kentucky factory already operates around the clock at full capacity, and Lincoln MKCs are only a small portion of the vehicles made there.",2016-11-18T19:54:06+0000,https://www.nytimes.com/2016/11/19/business/ford-move-cited-as-victory-by-trump-has-no-effect-on-us-jobs.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,"Ford Plants Go to Mexico, but U.S. Jobs Stay Around","The American appetite for trucks and S.U.V.s is a reason to keep 3,700 jobs at a Michigan plant. But Ford can’t afford to build small cars there.",2016-10-18T21:59:10+0000,https://www.nytimes.com/2016/10/19/business/yes-ford-is-building-plants-in-mexico-no-its-not-cutting-us-jobs.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Donald Trump Takes Credit for Helping to Save a Ford Plant That Wasn’t Closing,"Mr. Trump wrote on Twitter that he had helped keep a plant in Kentucky. Although Ford had planned to move some work to Mexico, it had intended to keep the factory open.",2016-11-18T05:54:02+0000,https://www.nytimes.com/2016/11/18/us/politics/donald-trump-takes-credit-for-helping-to-save-a-ford-plant-that-wasnt-closing.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Silicon Valley Dominating Self-Driving Tech? Motor City Says Not So Fast,"Silicon Valley, with Google and Tesla, is developing the smart cars of tomorrow, but the Detroit Three are working hard on self-driving projects in Michigan.",2016-12-20T21:42:32+0000,https://www.nytimes.com/2016/12/20/business/silicon-valley-dominating-self-driving-tech-motor-city-says-not-so-fast.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,"Emma King, Brett Doyle",The couple met nearly six years ago in Washington on their first day of work for Senator Pat Toomey.,2016-12-04T05:05:06+0000,https://www.nytimes.com/2016/12/04/fashion/weddings/emma-king-brett-doyle.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,"Madeleine Pilchak, Alexander McMall","The bride and groom, both 27, met at Michigan State, from which they graduated.",2016-12-18T05:05:03+0000,https://www.nytimes.com/2016/12/18/fashion/weddings/madeleine-pilchak-alexander-mcmall.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Automakers Prepare for an America That’s Over the Whole Car Thing,Mobility services — ride hailing and other means of ferrying people to public transportation — look to be a lucrative and increasingly important sideline for carmakers.,2016-12-22T14:24:07+0000,https://www.nytimes.com/2016/12/22/business/automakers-prepare-america-fewer-cars.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,How a Car Lease-Transfer Broker Works — or May Not,"A driver looking to end a car lease early might turn to a broker, but using such a service comes with its own costs and restrictions.",2016-10-27T16:00:20+0000,https://www.nytimes.com/2016/10/28/business/how-a-car-lease-transfer-broker-works-or-may-not.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Buy a New Ride and Take a Spin With a Pro,Ford and Mercedes are among the automakers who offer United States buyers a chance to drive on a course and receive free professional instruction.,2016-10-20T20:08:51+0000,https://www.nytimes.com/2016/10/21/automobiles/buy-a-new-ride-and-take-a-spin-with-a-pro.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Samsung Takes Sensible Course in Bid for Harman International,The $8 billion price looks fair for a company that will jump-start Samsung’s presence in the connected-car supplier market.,2016-11-14T20:16:06+0000,https://www.nytimes.com/2016/11/15/business/dealbook/samsung-takes-sensible-course-in-bid-for-harman-international.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Google Parent Company Spins Off Self-Driving Car Business,The decision is a signal that the company thinks its self-driving technology has moved beyond research project status and is ready for commercialization.,2016-12-13T18:06:48+0000,https://www.nytimes.com/2016/12/13/technology/google-parent-company-spins-off-waymo-self-driving-car-business.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Whose Life Should Your Car Save?,It can be programmed to minimize risks to passengers — or to pedestrians.,2016-11-03T16:29:28+0000,https://www.nytimes.com/2016/11/06/opinion/sunday/whose-life-should-your-car-save.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,"Would-Be Carmakers Tap the Wisdom, and Dollars, of Crowds","Start-up vehicle companies, often using quirky designs, are turning to crowdfunding to finance their challenges to the established automakers.",2016-12-29T17:20:37+0000,https://www.nytimes.com/2016/12/29/automobiles/would-be-carmakers-tap-the-wisdom-and-dollars-of-crowds.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,"Ushering in a Safe, Driverless Future","Voluntary guidelines for self-driving cars are a good start, but the government will eventually need to develop mandatory regulations.",2016-10-03T07:21:03+0000,https://www.nytimes.com/2016/10/03/opinion/ushering-in-a-safe-driverless-future.html,2016-10-01 to 2016-12-31
Ford Motor Company,Automotive,Let the Lessee Beware: Car Leases Can Be the Most Binding of Contracts,"An auto lease, a common alternative to buying a vehicle, is a three-party contract that can be hard to break.",2016-10-27T16:00:46+0000,https://www.nytimes.com/2016/10/28/automobiles/let-the-lessee-beware-car-leases-can-be-the-most-binding-of-contracts.html,2016-10-01 to 2016-12-31
