timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2025-04-17,154.16,159.44,154.16,157.47,157.47,10981067,0.0000,1.0
2025-04-16,155.37,155.63,152.24,153.91,153.91,7987296,0.0000,1.0
2025-04-15,155.7,156.3,152.1,153.62,153.62,10847653,0.0000,1.0
2025-04-14,151.585,154.67,151.1658,154.36,154.36,10685338,0.0000,1.0
2025-04-11,149.33,152.35,148.19,151.73,151.73,9943851,0.0000,1.0
2025-04-10,150.37,151.2,145.13,148.69,148.69,13830474,0.0000,1.0
2025-04-09,142.2,153.19,141.5,150.97,150.97,18773742,0.0000,1.0
2025-04-08,153.59,153.59,148.0,150.0,150.0,12018391,0.0000,1.0
2025-04-07,151.28,152.71,147.4,150.62,150.62,18083040,0.0000,1.0
2025-04-04,159.155,159.82,152.93,153.24,153.24,16601728,0.0000,1.0
2025-04-03,158.75,160.645,157.48,159.82,159.82,13249313,0.0000,1.0
2025-04-02,154.015,155.79,153.4501,155.36,155.36,10356920,0.0000,1.0
2025-04-01,160.73,161.81,153.13,153.25,153.25,23303065,0.0000,1.0
2025-03-31,164.37,166.63,164.23,165.84,165.84,12481400,0.0000,1.0
2025-03-28,163.59,164.52,162.91,163.71,163.71,5760545,0.0000,1.0
2025-03-27,162.35,164.065,161.32,163.13,163.13,6752466,0.0000,1.0
2025-03-26,161.21,162.49,160.64,161.72,161.72,7223773,0.0000,1.0
2025-03-25,163.52,164.19,160.555,161.02,161.02,7456197,0.0000,1.0
2025-03-24,162.84,164.39,162.5,163.29,163.29,8046565,0.0000,1.0
2025-03-21,163.0,164.13,162.48,163.63,163.63,17047106,0.0000,1.0
2025-03-20,163.0,163.2,161.925,163.02,163.02,7485930,0.0000,1.0
2025-03-19,163.97,164.36,162.21,162.99,162.99,5936637,0.0000,1.0
2025-03-18,163.44,164.86,162.965,164.25,164.25,7348974,0.0000,1.0
2025-03-17,162.41,163.5,161.73,162.84,162.84,6669815,0.0000,1.0
2025-03-14,162.12,163.15,161.1,162.81,162.81,6235797,0.0000,1.0
2025-03-13,163.43,164.54,162.6601,162.99,162.99,5286734,0.0000,1.0
2025-03-12,163.73,164.21,162.23,162.85,162.85,8010692,0.0000,1.0
2025-03-11,167.2,167.3,165.05,165.86,165.86,9890648,0.0000,1.0
2025-03-10,167.48,169.9,167.05,167.7,167.7,17523663,0.0000,1.0
2025-03-07,165.13,168.46,164.7,166.69,166.69,9637593,0.0000,1.0
2025-03-06,165.0,165.87,163.51,165.83,165.83,8037888,0.0000,1.0
2025-03-05,164.51,166.4618,163.53,165.12,165.12,8745050,0.0000,1.0
2025-03-04,168.08,169.99,165.32,165.42,165.42,11999962,0.0000,1.0
2025-03-03,164.96,167.33,164.84,167.28,167.28,9191464,0.0000,1.0
2025-02-28,164.31,165.94,162.7,165.02,165.02,12037415,0.0000,1.0
2025-02-27,162.31,163.95,161.73,163.73,163.73,8364573,0.0000,1.0
2025-02-26,165.08,165.13,162.555,163.08,163.08,11396410,0.0000,1.0
2025-02-25,164.1,166.43,163.94,166.09,166.09,12303697,0.0000,1.0
2025-02-24,162.68,164.87,162.05,163.74,163.74,10201917,0.0000,1.0
2025-02-21,159.88,163.51,159.28,162.3,162.3,12546930,0.0000,1.0
2025-02-20,156.95,159.95,156.95,159.68,159.68,7224030,0.0000,1.0
2025-02-19,155.0,158.3,154.75,157.89,157.89,7974736,0.0000,1.0
2025-02-18,154.14,155.45,153.24,154.99,154.99,9670657,1.2400,1.0
2025-02-14,157.29,157.47,156.06,156.15,154.910634961275,6411840,0.0000,1.0
2025-02-13,155.26,158.13,154.79,157.25,156.001904243743,10705077,0.0000,1.0
2025-02-12,155.27,155.6599,154.27,155.26,154.02769890546,7746014,0.0000,1.0
2025-02-11,154.11,156.39,153.94,156.13,154.890793701594,7554811,0.0000,1.0
2025-02-10,153.61,154.37,152.29,154.24,153.015794661717,6936561,0.0000,1.0
2025-02-07,153.53,154.49,152.8,153.12,151.904684119567,6204916,0.0000,1.0
2025-02-06,154.79,154.8402,153.38,153.51,152.291588683351,7418468,0.0000,1.0
2025-02-05,153.82,154.73,153.31,154.69,153.462223004545,8946957,0.0000,1.0
2025-02-04,151.36,154.18,150.945,153.49,152.27174742367,9645289,0.0000,1.0
2025-02-03,152.0,152.465,150.78,151.87,150.66460538949,6687487,0.0000,1.0
2025-01-31,152.62,153.18,152.055,152.15,150.942383025027,8458715,0.0000,1.0
2025-01-30,151.91,154.14,151.36,152.87,151.656668373552,8910983,0.0000,1.0
2025-01-29,150.5,151.88,150.0,151.15,149.950320040965,7156421,0.0000,1.0
2025-01-28,152.66,152.97,150.3,150.38,149.186431543238,10320613,0.0000,1.0
2025-01-27,148.45,153.45,148.0,152.89,151.676509633233,15152314,0.0000,1.0
2025-01-24,146.805,147.631,146.383,146.82,145.654687319977,9887682,0.0000,1.0
2025-01-23,145.44,147.91,144.8144,146.64,145.476115982846,10506361,0.0000,1.0
2025-01-22,144.0,145.47,142.11,145.27,144.116989694681,16834747,0.0000,1.0
2025-01-21,147.56,148.86,147.05,148.15,146.974131088779,11111747,0.0000,1.0
2025-01-17,147.44,148.38,146.61,147.03,145.86302054663,10773054,0.0000,1.0
2025-01-16,144.32,148.07,144.06,147.77,146.597147154836,8964016,0.0000,1.0
2025-01-15,145.31,146.05,144.26,144.97,143.819370799462,7434562,0.0000,1.0
2025-01-14,144.5,144.81,142.86,144.75,143.601116942969,8681741,0.0000,1.0
2025-01-13,142.98,145.07,142.31,144.47,143.323339307431,10376377,0.0000,1.0
2025-01-10,141.0,143.67,140.68,142.06,140.932467515842,8821541,0.0000,1.0
2025-01-08,145.49,145.59,141.44,142.27,141.140800742495,11175552,0.0000,1.0
2025-01-07,143.755,147.18,143.59,146.23,145.06937015938,8422010,0.0000,1.0
2025-01-06,143.51,144.815,142.93,143.66,142.519768290341,7910493,0.0000,1.0
2025-01-03,144.07,144.575,143.62,144.19,143.045561671894,5879816,0.0000,1.0
2025-01-02,145.23,145.77,143.78,144.02,142.876910964603,6051330,0.0000,1.0
2024-12-31,143.76,144.67,143.3098,144.62,143.472148755041,5811401,0.0000,1.0
2024-12-30,144.84,144.88,142.95,143.34,142.202308135441,6268692,0.0000,1.0
2024-12-27,144.87,146.6,144.68,145.05,143.898735838187,5588306,0.0000,1.0
2024-12-26,145.51,146.37,145.09,145.58,144.42452921974,4656981,0.0000,1.0
2024-12-24,145.0,145.85,144.3325,145.85,144.692386225437,3164071,0.0000,1.0
2024-12-23,144.63,145.33,143.45,145.27,144.116989694681,8720824,0.0000,1.0
2024-12-20,143.05,145.47,142.75,144.47,143.323339307431,17702755,0.0000,1.0
2024-12-19,144.14,145.22,143.37,143.58,142.440403251616,9516653,0.0000,1.0
2024-12-18,145.678,146.74,144.67,144.75,143.601116942969,9336094,0.0000,1.0
2024-12-17,143.84,146.66,143.71,146.41,145.247941496512,10342958,0.0000,1.0
2024-12-16,146.73,147.25,143.52,143.85,142.708260257313,8732378,0.0000,1.0
2024-12-13,145.66,146.93,145.04,146.62,145.456274723165,8324900,0.0000,1.0
2024-12-12,147.2,147.77,146.01,146.24,145.079290789221,6176269,0.0000,1.0
2024-12-11,148.5,148.5,146.37,146.64,145.476115982846,13446656,0.0000,1.0
2024-12-10,149.93,150.83,148.33,149.23,148.045559111566,9398671,0.0000,1.0
2024-12-09,149.29,150.89,148.44,149.6,148.412622415669,8410303,0.0000,1.0
2024-12-06,149.39,150.05,148.38,149.31,148.124924150291,8389611,0.0000,1.0
2024-12-05,150.0,150.38,148.95,149.52,148.333257376944,7898098,0.0000,1.0
2024-12-04,151.29,151.56,149.75,150.47,149.275717211803,10333110,0.0000,1.0
2024-12-03,154.8,154.8,152.305,152.36,151.15071625168,8674415,0.0000,1.0
2024-12-02,154.75,155.0,153.9258,154.8,153.571349932791,6946494,0.0000,1.0
2024-11-29,154.89,155.67,154.17,155.01,153.779683159444,5687821,0.0000,1.0
2024-11-27,154.63,156.63,154.6,155.4,154.166587723229,4140444,0.0000,1.0
2024-11-26,155.16,155.25,153.16,154.52,153.293572297254,5683499,1.2400,1.0
2024-11-25,155.17,157.035,155.14,155.78,153.31325560135,12256242,0.0000,1.0
2024-11-22,155.9,157.115,154.11,155.17,152.712914826431,8265961,0.0000,1.0
2024-11-21,153.62,156.06,152.81,155.5,153.03768934401,10141056,0.0000,1.0
2024-11-20,153.03,153.25,151.81,153.11,150.685534504575,9061274,0.0000,1.0
2024-11-19,153.945,153.99,152.05,153.0,150.577276332048,8233678,0.0000,1.0
2024-11-18,152.59,155.33,152.33,154.77,152.319248744517,7514177,0.0000,1.0
2024-11-15,150.9,154.43,150.9,154.0,151.561441536833,11328515,0.0000,1.0
2024-11-14,153.18,153.5918,150.76,151.87,149.465169650642,7716385,0.0000,1.0
2024-11-13,152.5,153.51,151.4245,153.24,150.813475981197,7162233,0.0000,1.0
2024-11-12,154.53,155.04,152.37,152.64,150.222976858326,7181408,0.0000,1.0
2024-11-11,155.62,157.58,154.91,155.04,152.584973349809,7146759,0.0000,1.0
2024-11-08,157.0,157.08,155.41,155.47,153.008164387866,8926134,0.0000,1.0
2024-11-07,158.47,158.75,156.51,156.73,154.248212545895,7522812,0.0000,1.0
2024-11-06,159.9,160.85,157.355,157.88,155.380002531397,8926601,0.0000,1.0
2024-11-05,157.67,158.59,156.35,158.35,155.842560177646,6547074,0.0000,1.0
2024-11-04,159.7,160.28,158.07,158.24,155.73430200512,4644011,0.0000,1.0
2024-11-01,160.58,161.06,159.88,160.13,157.594374242163,5256652,0.0000,1.0
2024-10-31,159.99,160.87,159.46,159.86,157.328649636871,8613860,0.0000,1.0
2024-10-30,159.45,161.28,159.0302,160.61,158.06677354046,5820530,0.0000,1.0
2024-10-29,161.46,162.17,160.06,160.09,157.555007633971,5216879,0.0000,1.0
2024-10-28,161.13,161.97,161.0,161.6,159.041097093196,4842653,0.0000,1.0
2024-10-25,163.68,163.92,160.61,160.88,158.332498145751,6400449,0.0000,1.0
2024-10-24,165.0,165.51,163.34,163.67,161.0783190671,5386525,0.0000,1.0
2024-10-23,162.82,166.0,162.42,165.86,163.233640865579,7442026,0.0000,1.0
2024-10-22,162.32,163.73,161.9,163.45,160.861802722048,5680612,0.0000,1.0
2024-10-21,165.1,165.25,162.31,162.83,160.251620295081,6082736,0.0000,1.0
2024-10-18,164.89,165.2896,163.93,165.12,162.505358614038,5908012,0.0000,1.0
2024-10-17,164.26,165.0,163.63,164.47,161.865651230928,4798238,0.0000,1.0
2024-10-16,164.0,164.99,162.64,164.28,161.678659842019,5982291,0.0000,1.0
2024-10-15,160.0,166.75,159.0,164.1,161.501510105158,10547966,0.0000,1.0
2024-10-14,161.4,162.14,160.9,161.6,159.041097093196,5963961,0.0000,1.0
2024-10-11,162.18,162.66,161.2,161.46,158.903313964526,5253459,0.0000,1.0
2024-10-10,161.36,161.39,159.995,160.51,157.968357019981,4793889,0.0000,1.0
2024-10-09,159.92,161.215,159.51,160.65,158.106140148651,6047269,0.0000,1.0
2024-10-08,159.49,160.245,158.95,159.69,157.161341552058,4766250,0.0000,1.0
2024-10-07,160.25,160.86,159.22,159.53,157.003875119292,4265971,0.0000,1.0
2024-10-04,159.63,160.5,158.775,160.29,157.751840674928,5331694,0.0000,1.0
2024-10-03,160.78,161.44,160.22,160.5,157.958515367933,4791223,0.0000,1.0
2024-10-02,161.51,162.12,160.65,161.17,158.617906055139,4684472,0.0000,1.0
2024-10-01,162.43,162.75,161.18,161.99,159.424921523062,4408019,0.0000,1.0
2024-09-30,161.57,162.18,160.68,162.06,159.493813087397,6010407,0.0000,1.0
2024-09-27,162.0,163.43,161.34,161.4,158.844264052239,7553905,0.0000,1.0
2024-09-26,160.24,161.54,160.02,161.39,158.834422400191,6122231,0.0000,1.0
2024-09-25,163.0,163.315,160.36,160.6,158.056931888412,5420011,0.0000,1.0
2024-09-24,162.79,163.49,161.55,162.78,160.202412034842,6041561,0.0000,1.0
2024-09-23,164.4,164.5,162.72,163.22,160.635444724947,4671645,0.0000,1.0
2024-09-20,164.3,164.87,163.55,164.16,161.560560017445,11838967,0.0000,1.0
2024-09-19,166.23,166.37,164.42,164.82,162.210109052603,4956119,0.0000,1.0
2024-09-18,166.63,168.35,165.74,166.15,163.519048774966,4722765,0.0000,1.0
2024-09-17,166.24,167.72,165.93,167.07,164.424480763368,5066586,0.0000,1.0
2024-09-16,166.36,167.25,165.78,166.99,164.345747546985,5187887,0.0000,1.0
2024-09-13,164.74,165.75,163.82,165.52,162.899024695952,3693548,0.0000,1.0
2024-09-12,164.2,165.1,162.7101,164.64,162.032959315742,4541046,0.0000,1.0
2024-09-11,166.79,166.79,164.09,164.82,162.210109052603,5920165,0.0000,1.0
2024-09-10,167.5,168.46,166.745,167.38,164.729571976851,6559734,0.0000,1.0
2024-09-09,164.84,167.405,164.47,166.61,163.971764769167,7538233,0.0000,1.0
2024-09-06,165.18,165.9399,164.12,164.38,161.777076362498,6016884,0.0000,1.0
2024-09-05,167.2,167.37,164.83,164.99,162.377417137416,4600392,0.0000,1.0
2024-09-04,167.81,168.85,166.04,167.36,164.709888672756,6568082,0.0000,1.0
2024-09-03,165.24,167.81,164.77,167.16,164.513055631799,6956452,0.0000,1.0
2024-08-30,164.12,165.98,163.81,165.86,163.233640865579,7971017,0.0000,1.0
2024-08-29,164.63,164.72,163.36,164.23,161.62945158178,7390125,0.0000,1.0
2024-08-28,163.0,165.0,162.71,163.92,161.324360368297,5187198,0.0000,1.0
2024-08-27,163.5,164.035,162.16,162.95,160.369720119656,4388728,1.2400,1.0
2024-08-26,164.17,165.71,163.54,164.61,160.779947797652,6870622,0.0000,1.0
2024-08-23,162.5,164.22,161.695,164.13,160.311116165656,7093429,0.0000,1.0
2024-08-22,162.0,162.49,160.79,162.35,158.572532197004,6552142,0.0000,1.0
2024-08-21,160.4,161.48,160.31,161.43,157.673938235678,5019375,0.0000,1.0
2024-08-20,160.0,160.93,159.67,160.16,156.433487876022,7275133,0.0000,1.0
2024-08-19,159.46,160.295,159.13,159.63,155.915819615693,4408517,0.0000,1.0
2024-08-16,159.14,159.94,158.18,159.39,155.681403799695,5012774,0.0000,1.0
2024-08-15,158.37,159.495,157.84,159.09,155.388384029697,7237785,0.0000,1.0
