timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2025-04-17,871.05,890.1272,866.1703,875.78,875.78,1034367,0.0000,1.0
2025-04-16,881.24,886.895,855.22,865.78,865.78,591515,0.0000,1.0
2025-04-15,888.9,900.75,886.225,888.44,888.44,516567,0.0000,1.0
2025-04-14,897.27,900.0,879.59,889.95,889.95,970305,0.0000,1.0
2025-04-11,848.17,888.55,840.5,878.78,878.78,963023,0.0000,1.0
2025-04-10,879.49,880.41,833.095,858.78,858.78,1235574,0.0000,1.0
2025-04-09,800.54,904.905,799.15,897.08,897.08,1821481,0.0000,1.0
2025-04-08,849.3,856.7999,805.0,815.72,815.72,1812388,0.0000,1.0
2025-04-07,789.63,846.22,773.7401,817.5,817.5,1654123,0.0000,1.0
2025-04-04,852.88,860.515,811.1619,822.62,822.62,1615116,0.0000,1.0
2025-04-03,918.56,928.2116,887.16,887.65,887.65,903345,0.0000,1.0
2025-04-02,934.03,965.96,934.03,961.84,961.84,490262,0.0000,1.0
2025-04-01,945.91,957.375,931.41,944.08,944.08,668731,0.0000,1.0
2025-03-31,933.6,949.365,920.45,946.48,946.48,1195465,0.0000,1.0
2025-03-28,966.24,967.65424,945.77,946.7,946.7,569047,0.0000,1.0
2025-03-27,965.51,976.8,957.5,967.94,967.94,479155,0.0000,1.0
2025-03-26,975.0,980.2,964.0,968.24,968.24,667848,0.0000,1.0
2025-03-25,970.48,977.28,961.86,973.48,973.48,566717,0.0000,1.0
2025-03-24,960.65,972.99,957.0,963.5,963.5,640165,0.0000,1.0
2025-03-21,948.0,956.34,938.17,951.73,951.73,5211797,0.0000,1.0
2025-03-20,952.69,961.625,949.5177,954.17,954.17,668049,0.0000,1.0
2025-03-19,959.68,966.0006,951.0,957.23,957.23,1086897,0.0000,1.0
2025-03-18,957.63,964.57,956.01,958.62,958.62,1086482,0.0000,1.0
2025-03-17,937.13,960.94,933.365,958.0,958.0,922636,0.0000,1.0
2025-03-14,915.02,929.1,907.92,928.7,928.7,623759,0.0000,1.0
2025-03-13,913.02,913.5,898.26,900.46,900.46,656796,0.0000,1.0
2025-03-12,920.0,923.53,903.535,910.06,910.06,630156,0.0000,1.0
